     91.52508      -7.879150      -22.82027
     58.32108      -10.37735      -46.89894
     71.19264       8.240685      -83.72890
     85.37536      -7.939428      -98.93214
     84.63815       28.30951      -80.68243
     66.97535      -36.14252      -77.85864
     67.76282       11.97200      -100.5060
     82.37511      -17.96139      -101.1130
     93.69273       61.16963      -50.29616
     132.1638      -27.96291      -45.67862
     127.3486       32.94805      -60.56037
     75.53207     -0.5293766E-01  -36.02864
     54.74032       33.34833      -16.83122
     77.30305      -51.37797      -46.42326
     39.66663      -9.049753      -72.50908
     55.95623       28.05909      -67.74260
     99.02523       20.36615      -63.85167
     69.41094      -2.297517      -46.02944
     79.22562       31.20429      -48.72183
     89.44164      -31.70369      -24.56759
     62.87795       40.25817      -12.87222
     55.98471      -1.362201      -44.15598
     43.72265      -36.77703      -83.02998
     48.48291      -1.897099      -141.7810
     53.70033      -30.19268      -146.9127
     62.46580       40.66764      -56.36688
     88.92122       4.782342      -9.986611
     100.0715       8.657103      -51.82569
     74.02037       22.73700      -49.52729
     93.45192      -11.32645      -29.57531
     108.0710       4.043788      -42.52457
     85.48007       29.50796      -67.65606
     72.43458      -18.91755      -64.20469
     88.62035       10.70805      -52.88295
     105.7958       41.65530      -58.80808
     91.61087       2.976704      -51.18860
     109.7757       27.75037      -10.83050
     122.2834       9.251663      -7.069166
     116.0647       12.57082      -14.33653
     64.94044       5.753542      -30.79139
     36.74495      -16.17536      -48.67238
     87.47034       30.07267      -39.67361
     103.3546      -30.15251      -7.785422
     88.00047       20.35454      -5.374128
     57.94579       2.261419      -56.42119
     91.92756       7.695107      -67.23930
     111.4045       3.984201      -32.56793
     105.3964      -21.61539      -48.51870
     53.94383      -8.628792      -148.7648
     74.91968       21.71952      -121.6808
     92.68972       25.87324      -24.69499
     63.66587      -27.53359      -67.29347
     89.46182       35.06001      -64.73939
     95.21474       2.936921      -27.09859
     94.23934      -40.01436      -56.28414
     101.7941       15.65763      -79.16540
     69.85914      -6.119968      -71.02931
     42.61165       18.66140      -84.60962
     88.11924       30.31392      -68.45174
     118.2758     -0.8847919      -13.05447
     71.35793       5.712505      -31.85287
     31.63590      -15.45750      -87.31755
     45.85972       29.26877      -74.33317
    -53.22929       38.11045      -57.26365
     64.33603       11.80288      -67.19644
     61.43777      0.5307156      -69.45679
     56.03282      -9.802845      -57.94850
     40.05357      -31.48706      -93.86391
     49.02111       8.337195      -137.9782
     92.42847       38.16709      -86.40558
     103.9285       9.142027      -54.61781
     89.88201      -29.29346      -52.15715
     118.1689       16.42941       5.237370
     121.9662       4.756937       16.03811
     100.3778       25.31542      -9.643174
     82.09244      -24.89688      -53.03616
     87.64241      -8.095398      -59.88927
     118.0226       12.12425      -47.76762
     121.7440       53.88386      -53.38315
     129.9321       14.80183      -30.28269
     93.43447       12.55724      -15.42227
     74.33338      -20.77472      -69.28696
     70.06191       2.577635      -89.41567
     82.03776       18.67687      -82.19127
     91.87819      -2.282703      -94.40127
     84.77566      -8.652606      -115.0195
     99.94336       52.59873      -78.60728
     136.2637      -5.842274      -12.24524
     108.3468       19.32603      -24.23952
     86.42419       12.37533      -42.04223
     54.85943      -6.400075      -54.91468
     56.90362       1.315631      -64.97881
     110.4006      0.5198336      -41.66814
     75.44704       25.02803      -31.31538
     34.26723      -24.00101      -63.69319
     26.54987      -40.94784      -146.9650
     69.94029       75.72962      -126.4169
     89.50351      -44.33500      -76.11952
     100.6760       48.67472      -16.33207
     133.5773       4.789128      -10.57532
